HMDB_ID,Match to inchikey1,Match to inchikey,Name,Pubchem_ID,KEGG_ID,ChEBI_ID,CAS,InchiKey,SMILES,InchiKey,InchiKey1,In MML or resource,BASF,Bowes-44,Tox21,AOP Wiki,CTD,IPA,T3DB,Publications,Resource coverage (%),HMDB disease,IPA Toxicity function,AOP Wiki AO,Publication AO,AO source coverage (%),IPA pathway,KEGG pathway,Reactome pathway,PathBank pathway,Pathway source coverage (%),"Total coverage score, %",In S1500+ pathways,S1500+ consistency score,Assay availability,Standard availability,Measurement feasibility score
HMDB0002274,,,Methylcobalamin,,C06453,28115,13422-55-4,JEWJRMKHSMTXPP-WZHZPDAFSA-L,C1(CC[C@@]2([C@@H](CC(N)=O)[C@@]3([C@@]4([N+]5=C([C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C(C)=C4[N+]6=C(C=C7[N+]8=C([C@H](C7(C)C)CCC(N)=O)C(C)=C2N3[Co-3]568([N+]2=CN([C@H]3O[C@@H]([C@@H](OP(O[C@@H](CN1)C)([O-])=O)[C@H]3O)CO)C1=CC(C)=C(C=C21)C)C)[C@H]([C@@]4(CC(N)=O)C)CCC(N)=O)C)[H])C)=O,JEWJRMKHSMTXPP-WZHZPDAFSA-L,JEWJRMKHSMTXPP,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,Yes,,25,20.8,Reactome,1,0,1,1
HMDB0000565,RGHNJXZEOKUKBD,RGHNJXZEOKUKBD-MGCNEYSASA-N,Galactonic acid,128869,C00880,16534,13382-27-9,RGHNJXZEOKUKBD-MGCNEYSASA-N,OC[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)C(O)=O,RGHNJXZEOKUKBD-MGCNEYSASA-N,RGHNJXZEOKUKBD,MML,,,,,,,Yes,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,0,1,1
HMDB0002865,,,Oxytocin,53477758,C00746,7872,50-56-6,XNOPRXBHLZRZKH-MQYCRUOZSA-N,CC[C@H](C)[C@@H]1NC(=O)[C@H](CC2=CC=C(O)C=C2)NC(=O)[C@@H](N)CSSC[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O)C(=O)N1CCCC1C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O,XNOPRXBHLZRZKH-MQYCRUOZSA-N,XNOPRXBHLZRZKH,MML,,Yes,,,,,,,12.5,Yes,Yes,,,50,,,,,0,20.8,,0,1,1,2
HMDB0000731,,,Cysteine-S-sulfate,115015,C05824,27891,1637-71-4,NOKPBJYHPHHWAN-REOHCLBHSA-N,N[C@@H](CSS(O)(=O)=O)C(O)=O,NOKPBJYHPHHWAN-REOHCLBHSA-N,NOKPBJYHPHHWAN,MML,,,,,,,Yes,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,0,1,1
HMDB0004949,YDNKGFDKKRUKPY,YDNKGFDKKRUKPY-TURZORIXSA-N,Ceramide (d18:1/16:0),5283564,C00195,72959,24696-26-2,YDNKGFDKKRUKPY-TURZORIXSA-N,CCCCCCCCCCCCCCCC(=O)N[C@@H](CO)[C@H](O)\C=C\CCCCCCCCCCCCC,YDNKGFDKKRUKPY-TURZORIXSA-N,YDNKGFDKKRUKPY,MML,Yes,,,,,,,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0000402,,,2-Isopropylmalic acid,5280523,C02504,28635,###############################################################################################################################################################################################################################################################,BITYXLXUCSKTJS-ZETCQYMHSA-N,CC(C)[C@@](O)(CC(O)=O)C(O)=O,BITYXLXUCSKTJS-ZETCQYMHSA-N,BITYXLXUCSKTJS,MML,,,,,,,,Yes,12.5,,,,Yes,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0062620,JPIJQSOTBSSVTP,JPIJQSOTBSSVTP-STHAYSLISA-N,L-threonic Acid,5460407,,15908,04/12/3909,JPIJQSOTBSSVTP-STHAYSLISA-N,OC[C@H](O)[C@@H](O)C(O)=O,JPIJQSOTBSSVTP-STHAYSLISA-N,JPIJQSOTBSSVTP,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0010223,NPDSHTNEKLQQIJ,NPDSHTNEKLQQIJ-SIGMCMEVSA-N,9-HODE,5282945,C14767,68946,15514-85-9,NPDSHTNEKLQQIJ-SIGMCMEVSA-N,CCCCC\C=C\C=C\C(O)CCCCCCCC(O)=O,NPDSHTNEKLQQIJ-SIGMCMEVSA-N,NPDSHTNEKLQQIJ,MML,,,,,Yes,,,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0061684,JDTWZSUNGHMMJM,JDTWZSUNGHMMJM-UHFFFAOYSA-N,N-Acetylisoleucine,,,84056,19764-31-9,JDTWZSUNGHMMJM-UHFFFAOYSA-N,CCC(C)C(NC(C)=O)C(O)=O,JDTWZSUNGHMMJM-UHFFFAOYSA-N,JDTWZSUNGHMMJM,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0000338,,,2-Hydroxyestradiol,247304,C05301,28744,362-05-0,DILDHNKDVHLEQB-XSSYPUMDSA-N,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@]1([H])C3=C(CC[C@@]21[H])C=C(O)C(O)=C3,DILDHNKDVHLEQB-XSSYPUMDSA-N,DILDHNKDVHLEQB,MML,,,,,Yes,,,,12.5,,Yes,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0000415,DKPMWHFRUGMUKF,,"3a,6b,7b-Trihydroxy-5b-cholanoic acid",5283853,C17726,81298,2393-59-1,DKPMWHFRUGMUKF-CRKPLTDNSA-N,[H][C@@]12CC[C@H]([C@H](C)CCC(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])[C@@H](O)[C@@H](O)[C@]2([H])C[C@H](O)CC[C@]12C,DKPMWHFRUGMUKF-CRKPLTDNSA-N,DKPMWHFRUGMUKF,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0011503,YVYMBNSKXOXSKW,YVYMBNSKXOXSKW-HXUWFJFHSA-N,LysoPE(16:0/0:0),9547069,,73004,,YVYMBNSKXOXSKW-HXUWFJFHSA-N,[H][C@@](O)(COC(=O)CCCCCCCCCCCCCCC)COP(O)(=O)OCCN,YVYMBNSKXOXSKW-HXUWFJFHSA-N,YVYMBNSKXOXSKW,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,,Yes,25,20.8,,0,1,1,2
HMDB0001434,,,3-Methoxytyrosine,1670,,,300-48-1,PFDUUKDQEHURQC-UHFFFAOYSA-N,COC1=C(O)C=CC(CC(N)C(O)=O)=C1,PFDUUKDQEHURQC-UHFFFAOYSA-N,PFDUUKDQEHURQC,MML,Yes,,,,,,,,12.5,Yes,,,,25,Yes,,,,25,20.8,,0,1,1,2
HMDB0001338,,,Palmityl-CoA,15667,C00154,15525,1763-10-6,MNBKLUUYKPBKDU-TZIIWEFPSA-N,CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,MNBKLUUYKPBKDU-TZIIWEFPSA-N,MNBKLUUYKPBKDU,IPA,,,,,,Yes,,,12.5,,,,,0,,Yes,,Yes,50,20.8,KEGG,1,0,1,1
HMDB0005943,,,5b-Pregnanediol,12547,C05484,8387,24909-91-9,JWMFYGXQPXQEEM-UHFFFAOYSA-N,CCC1CCC2C3CCC4CCCCC4(C)C3CCC12C,JWMFYGXQPXQEEM-UHFFFAOYSA-N,JWMFYGXQPXQEEM,IPA,,,,,,Yes,,,12.5,,,,,0,Yes,Yes,,,50,20.8,KEGG,1,0,1,1
HMDB0003193,,,Testosterone glucuronide,108192,C11134,28835,1180-25-2,NIKZPECGCSUSBV-HMAFJQTKSA-N,[H][C@@]12CC[C@H](O[C@@H]3O[C@@H]([C@@H](O)[C@H](O)[C@H]3O)C(O)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,NIKZPECGCSUSBV-HMAFJQTKSA-N,NIKZPECGCSUSBV,MML,,,,,Yes,,,,12.5,,,,,0,,Yes,,Yes,50,20.8,KEGG,1,1,1,2
HMDB0002172,,,"N1,N12-Diacetylspermine",132680,C03413,28101,61345-83-3,NPDTUDWGJMBVEP-UHFFFAOYSA-N,CC(=O)NCCCNCCCCNCCCNC(C)=O,NPDTUDWGJMBVEP-UHFFFAOYSA-N,NPDTUDWGJMBVEP,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0060493,MNLRQHMNZILYPY,MNLRQHMNZILYPY-MKFCKLDKSA-N,N-Acetylmuramate,5462244,C02713,,10597-89-4,MNLRQHMNZILYPY-MKFCKLDKSA-N,[H][C@](C)(O[C@@]1([H])[C@]([H])(O)[C@@]([H])(CO)OC([H])(O)[C@]1([H])N=C(C)O)C(O)=O,MNLRQHMNZILYPY-MKFCKLDKSA-N,MNLRQHMNZILYPY,MML,,,,,Yes,,,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0003333,,,8-Hydroxy-deoxyguanosine,73318,,40304,88847-89-6,HCAJQHYUCKICQH-VPENINKCSA-N,NC1=NC2=C(N=C(O)N2[C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,HCAJQHYUCKICQH-VPENINKCSA-N,HCAJQHYUCKICQH,MML,,,,,Yes,Yes,Yes,,37.5,Yes,,,,25,,,,,0,20.8,,0,1,1,2
HMDB0240209,CDAISMWEOUEBRE,,D-chiro-inositol,892,C20251,24848,38876-99-2,CDAISMWEOUEBRE-LKPKBOIGSA-N,O[C@H]1[C@@H](O)[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,CDAISMWEOUEBRE-LKPKBOIGSA-N,CDAISMWEOUEBRE,MML,,,,,,,,Yes,12.5,,,,Yes,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0002823,WBBQTNCISCKUMU,WBBQTNCISCKUMU-PDBXOOCHSA-N,Docosatrienoic acid,5312557,C16534,77807,28845-86-5,WBBQTNCISCKUMU-PDBXOOCHSA-N,CC\C=C/C\C=C/C\C=C/CCCCCCCCCCCC(O)=O,WBBQTNCISCKUMU-PDBXOOCHSA-N,WBBQTNCISCKUMU,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0062557,,,N-Acetylthreonine,152204,,45826,17093-74-2,PEDXUVCGOLSNLQ-WUJLRWPWSA-N,C[C@@H](O)[C@H](NC(C)=O)C(O)=O,PEDXUVCGOLSNLQ-WUJLRWPWSA-N,PEDXUVCGOLSNLQ,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0002776,,,"13,14-Dihydro-15-keto-PGE2",5280711,C04671,15550,363-23-5,CUJMXIQZWPZMNQ-XYYGWQPLSA-N,CCCCCC(=O)CC[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,CUJMXIQZWPZMNQ-XYYGWQPLSA-N,CUJMXIQZWPZMNQ,MML,,,,,,,,Yes,12.5,Yes,,,,25,,,Yes,,25,20.8,,0,1,1,2
HMDB0028744,KWBQPGIYEZKDEG,KWBQPGIYEZKDEG-UHFFFAOYSA-N,Asparaginyl-Valine,18218188,,73825,145314-87-0,KWBQPGIYEZKDEG-UHFFFAOYSA-N,CC(C)C(NC(=O)C(N)CC(N)=O)C(O)=O,KWBQPGIYEZKDEG-UHFFFAOYSA-N,KWBQPGIYEZKDEG,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0002140,,,Pteroyl-D-glutamic acid,54575,,89510,1492-18-8,VVIAGPKUTFNRDU-ZGTCLIOFSA-N,NC1=NC(=O)C2=C(NCC(CNC3=CC=C(C=C3)C(=O)N[C@H](CCC(O)=O)C(O)=O)N2C=O)N1,VVIAGPKUTFNRDU-ZGTCLIOFSA-N,VVIAGPKUTFNRDU,T3DB,,,,,,,Yes,,12.5,,Yes,,,25,Yes,,,,25,20.8,,0,0,1,1
HMDB0000788,,,Orotidine,92751,,25722,314-50-1,FKCRAVPPBFWEJD-XVFCMESISA-N,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C(=O)NC(=O)C=C1C(O)=O,FKCRAVPPBFWEJD-XVFCMESISA-N,FKCRAVPPBFWEJD,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0029416,NTNWOCRCBQPEKQ,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,L-Targinine,132862,C03884,28229,17035-90-4,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,CNC(=N)NCCC[C@H](N)C(O)=O,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,NTNWOCRCBQPEKQ,MML,,,,,,,,Yes,12.5,,Yes,,,25,,,Yes,,25,20.8,Reactome,1,1,1,2
HMDB0004240,LOLJEILMPWPILA,,15-Keto-prostaglandin F2a,5280887,C05960,28442,35850-13-6,LOLJEILMPWPILA-AMFHKTBMSA-N,CCCCCC(=O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,LOLJEILMPWPILA-AMFHKTBMSA-N,LOLJEILMPWPILA,MML,,,,,,,,Yes,12.5,,,,,0,,Yes,Yes,,50,20.8,KEGG,1,1,1,2
HMDB0003175,YRTJDWROBKPZNV,,15-Keto-prostaglandin E2,5280719,C04707,15547,###############################################################################################################################################################################################################################################################,YRTJDWROBKPZNV-KMXMBPPJSA-N,CCCCCC(=O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,YRTJDWROBKPZNV-KMXMBPPJSA-N,YRTJDWROBKPZNV,MML,,,,,,,,Yes,12.5,,,,Yes,25,,,Yes,,25,20.8,,0,1,1,2
HMDB0010032,,,PIP2(16:0/16:0),53480223,,,,HKWJHKSHEWVOSS-ADCMPYHFSA-N,[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)O[C@H]1C(O)C(O)C(OP(O)(O)=O)[C@@H](OP(O)(O)=O)C1O)OC(=O)CCCCCCCCCCCCCCC,HKWJHKSHEWVOSS-ADCMPYHFSA-N,HKWJHKSHEWVOSS,IPA,,,,,,Yes,,,12.5,,,,,0,Yes,,,Yes,50,20.8,,0,0,1,1
HMDB0000949,,,Tetrahydrocortisol,44725717,C05472,28320,53-02-1,AODPIQQILQLWGS-OBRSLYEHSA-N,C[C@]12C[C@H](O)C3C(CCC4C[C@H](O)CC[C@]34C)C1CC[C@]2(O)C(=O)CO,AODPIQQILQLWGS-OBRSLYEHSA-N,AODPIQQILQLWGS,MML,,,,,,,,Yes,12.5,,,,,0,,Yes,,Yes,50,20.8,KEGG,1,1,1,2
HMDB0061880,LJLLAWRMBZNPMO,LJLLAWRMBZNPMO-UHFFFAOYSA-N,N-Acetyl-beta-alanine,76406,C01073,16682,3025-95-4,LJLLAWRMBZNPMO-UHFFFAOYSA-N,CC(O)=NCCC(O)=O,LJLLAWRMBZNPMO-UHFFFAOYSA-N,LJLLAWRMBZNPMO,MML,,,,,,,,Yes,12.5,,,,Yes,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0061384,OAUYENAPBFTAQT,OAUYENAPBFTAQT-UHFFFAOYSA-N,N-(3-acetamidopropyl)pyrrolidin-2-one,129397,,133185,106692-36-8,OAUYENAPBFTAQT-UHFFFAOYSA-N,CC(=O)NCCCN1CCCC1=O,OAUYENAPBFTAQT-UHFFFAOYSA-N,OAUYENAPBFTAQT,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0011171,MYFMARDICOWMQP,MYFMARDICOWMQP-YUMQZZPRSA-N,gamma-Glutamylleucine,151023,,68433,2566-39-4,MYFMARDICOWMQP-YUMQZZPRSA-N,CC(C)C[C@H](NC(=O)CC[C@H](N)C(O)=O)C(O)=O,MYFMARDICOWMQP-YUMQZZPRSA-N,MYFMARDICOWMQP,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0001842,,,Guanidine,3520,C17349,42820,50-01-1,ZRALSGWEFCBTJO-UHFFFAOYSA-N,NC(N)=N,ZRALSGWEFCBTJO-UHFFFAOYSA-N,ZRALSGWEFCBTJO,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,Yes,,25,20.8,Reactome,1,0,1,1
HMDB0000098,,,D-Xylose,135191,C00181,53455,58-86-6,SRBFZHDQGSBBOR-IOVATXLUSA-N,O[C@@H]1COC(O)[C@H](O)[C@H]1O,SRBFZHDQGSBBOR-IOVATXLUSA-N,SRBFZHDQGSBBOR,MML,,,,,,,Yes,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,0,1,1
HMDB0000878,DNVPQKQSNYMLRS,DNVPQKQSNYMLRS-KQYMERMZSA-N,Ergosterol,21775588,C01694,16933,57-87-4,DNVPQKQSNYMLRS-KQYMERMZSA-N,CC(C)[C@@H](C)\C=C\[C@@H](C)C1CCC2C3=CC=C4C[C@@H](O)CC[C@]4(C)C3CC[C@]12C,DNVPQKQSNYMLRS-KQYMERMZSA-N,DNVPQKQSNYMLRS,MML,,,,,,Yes,,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,0,1,1
HMDB0000568,HEBKCHPVOIAQTA,HEBKCHPVOIAQTA-QWWZWVQMSA-N,D-Arabitol,827,C01904,18333,488-82-4,HEBKCHPVOIAQTA-QWWZWVQMSA-N,OC[C@@H](O)C(O)[C@H](O)CO,HEBKCHPVOIAQTA-QWWZWVQMSA-N,HEBKCHPVOIAQTA,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0000491,,,3-Methyl-2-oxovaleric acid,47,C03465,35932,66872-75-1,JVQYSWDUAOAHFM-UHFFFAOYSA-N,CCC(C)C(=O)C(O)=O,JVQYSWDUAOAHFM-UHFFFAOYSA-N,JVQYSWDUAOAHFM,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,Yes,25,20.8,,0,0,1,1
HMDB0000639,,,Galactaric acid,3037582,C00879,30852,526-99-8,DSLZVSRJTYRBFB-DUHBMQHGSA-N,O[C@@H]([C@@H](O)[C@H](O)C(O)=O)[C@@H](O)C(O)=O,DSLZVSRJTYRBFB-DUHBMQHGSA-N,DSLZVSRJTYRBFB,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0002869,,,Campesterol,173183,C01789,28623,4651-51-8,SGNBVLSWZMBQTH-PODYLUTMSA-N,CC(C)[C@H](C)CC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,SGNBVLSWZMBQTH-PODYLUTMSA-N,SGNBVLSWZMBQTH,MML,Yes,,,,,,,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0002368,GWHCXVQVJPWHRF,GWHCXVQVJPWHRF-KTKRTIGZSA-N,Nervonic acid,5281120,C08323,32392,506-37-6,GWHCXVQVJPWHRF-KTKRTIGZSA-N,CCCCCCCC\C=C/CCCCCCCCCCCCCC(O)=O,GWHCXVQVJPWHRF-KTKRTIGZSA-N,GWHCXVQVJPWHRF,MML,Yes,,,,,,,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0000791,CXTATJFJDMJMIY,CXTATJFJDMJMIY-CYBMUJFWSA-N,L-Octanoylcarnitine,11953814,C02838,18102,,CXTATJFJDMJMIY-CYBMUJFWSA-N,CCCCCCCC(=O)O[C@H](CC([O-])=O)C[N+](C)(C)C,CXTATJFJDMJMIY-CYBMUJFWSA-N,CXTATJFJDMJMIY,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0001451,,,(R)-lipoic acid,6112,C16241,30314,1200-22-2,AGBQKNBQESQNJD-SSDOTTSWSA-N,OC(=O)CCCC[C@@H]1CCSS1,AGBQKNBQESQNJD-SSDOTTSWSA-N,AGBQKNBQESQNJD,MML,,,,,,,Yes,,12.5,,,,,0,Yes,,,Yes,50,20.8,,0,0,1,1
HMDB0033752,,,3-(2-Hydroxyphenyl)propanoic acid,873,C01198,16104,495-78-3,CJBDUOMQLFKVQC-UHFFFAOYSA-N,OC(=O)CCC1=CC=CC=C1O,CJBDUOMQLFKVQC-UHFFFAOYSA-N,CJBDUOMQLFKVQC,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0000532,,,Acetylglycine,10972,,21501,543-24-8,OKJIRPAQVSHGFK-UHFFFAOYSA-N,CC(=O)NCC(O)=O,OKJIRPAQVSHGFK-UHFFFAOYSA-N,OKJIRPAQVSHGFK,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0011756,WXNXCEHXYPACJF,WXNXCEHXYPACJF-ZETCQYMHSA-N,N-Acetylleucine,70912,C02710,17786,1188-21-2,WXNXCEHXYPACJF-ZETCQYMHSA-N,CC(C)C[C@H](NC(C)=O)C(O)=O,WXNXCEHXYPACJF-ZETCQYMHSA-N,WXNXCEHXYPACJF,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0002393,,,N-Methyl-D-aspartic acid,22880,C12269,31882,6384-92-5,HOKKHZGPKSLGJE-GSVOUGTGSA-N,CN[C@H](CC(O)=O)C(O)=O,HOKKHZGPKSLGJE-GSVOUGTGSA-N,HOKKHZGPKSLGJE,Publications,,,,,,,,Yes,12.5,,Yes,,,25,,,Yes,,25,20.8,Reactome,1,1,1,2
HMDB0031230,OBETXYAYXDNJHR,OBETXYAYXDNJHR-UHFFFAOYSA-N,2-Ethylhexanoic acid,8697,,89058,19766-89-3,OBETXYAYXDNJHR-UHFFFAOYSA-N,CCCCC(CC)C(O)=O,OBETXYAYXDNJHR-UHFFFAOYSA-N,OBETXYAYXDNJHR,MML,,,,,,,Yes,,12.5,Yes,Yes,,,50,,,,,0,20.8,,0,0,1,1
HMDB0000721,KZNQNBZMBZJQJO,KZNQNBZMBZJQJO-UHFFFAOYSA-N,Glycylproline,79101,,70744,704-15-4,KZNQNBZMBZJQJO-UHFFFAOYSA-N,NCC(=O)N1CCCC1C(O)=O,KZNQNBZMBZJQJO-UHFFFAOYSA-N,KZNQNBZMBZJQJO,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0000884,DWRXFEITVBNRMK,DWRXFEITVBNRMK-JXOAFFINSA-N,Ribothymidine,445408,,30821,1463-10-1,DWRXFEITVBNRMK-JXOAFFINSA-N,CC1=CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)NC1=O,DWRXFEITVBNRMK-JXOAFFINSA-N,DWRXFEITVBNRMK,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0004062,,,Gentisate aldehyde,70949,C05585,28508,119-79-9,CLFRCXCBWIQVRN-UHFFFAOYSA-N,OC1=CC(C=O)=C(O)C=C1,CLFRCXCBWIQVRN-UHFFFAOYSA-N,CLFRCXCBWIQVRN,Publications,,,,,,,,Yes,12.5,,,,Yes,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0094696,,,N-Methyl proline,,,90344,0475-11-6,CWLQUGTUXBXTLF-YFKPBYRVSA-N,CN1CCC[C@H]1C(O)=O,CWLQUGTUXBXTLF-YFKPBYRVSA-N,CWLQUGTUXBXTLF,MML,,,,,,,,Yes,12.5,Yes,,,Yes,50,,,,,0,20.8,,0,1,1,2
HMDB0000635,,,Succinylacetone,5312,,87897,51568-18-4,WYEPBHZLDUPIOD-UHFFFAOYSA-N,CC(=O)CC(=O)CCC(O)=O,WYEPBHZLDUPIOD-UHFFFAOYSA-N,WYEPBHZLDUPIOD,MML,,,,,,,Yes,,12.5,Yes,Yes,,,50,,,,,0,20.8,,0,0,1,1
HMDB0003543,,,Butanal,261,C01412,15743,123-72-8,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,CCCC=O,ZTQSAGDEMFDKMZ-UHFFFAOYSA-N,ZTQSAGDEMFDKMZ,MML,,,,,Yes,,,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0001964,QAIPRVGONGVQAS,,Caffeic acid,1549111,C01197,16433,331-39-5,QAIPRVGONGVQAS-RQOWECAXSA-N,OC(=O)\C=C/C1=CC=C(O)C(O)=C1,QAIPRVGONGVQAS-RQOWECAXSA-N,QAIPRVGONGVQAS,MML,,,,,,,Yes,,12.5,Yes,Yes,,,50,,,,,0,20.8,,0,0,1,1
HMDB0000956,FEWJPZIEWOKRBE,FEWJPZIEWOKRBE-JCYAYHJZSA-N,Tartaric acid,444305,C00898,15674,133-37-9,FEWJPZIEWOKRBE-JCYAYHJZSA-N,O[C@H]([C@@H](O)C(O)=O)C(O)=O,FEWJPZIEWOKRBE-JCYAYHJZSA-N,FEWJPZIEWOKRBE,MML,,,,,,,Yes,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,0,1,1
HMDB0000070,HXEACLLIILLPRG,HXEACLLIILLPRG-UHFFFAOYSA-N,Pipecolic acid,849,C00408,17964,535-75-1,HXEACLLIILLPRG-UHFFFAOYSA-N,OC(=O)C1CCCCN1,HXEACLLIILLPRG-UHFFFAOYSA-N,HXEACLLIILLPRG,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0000462,,,Allantoin,204,C01551,15676,97-59-6,POJWUDADGALRAB-UHFFFAOYSA-N,NC(=O)NC1NC(=O)NC1=O,POJWUDADGALRAB-UHFFFAOYSA-N,POJWUDADGALRAB,MML,Yes,,,,,,Yes,Yes,37.5,Yes,,,,25,,,,,0,20.8,,0,1,1,2
HMDB0003464,TUHVEAJXIMEOSA,TUHVEAJXIMEOSA-UHFFFAOYSA-N,4-Guanidinobutanoic acid,500,C01035,15728,463-00-3,TUHVEAJXIMEOSA-UHFFFAOYSA-N,NC(N)=NCCCC(O)=O,TUHVEAJXIMEOSA-UHFFFAOYSA-N,TUHVEAJXIMEOSA,MML,,,,,,,,Yes,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
HMDB0002356,XMHIUKTWLZUKEX,XMHIUKTWLZUKEX-UHFFFAOYSA-N,Hexacosanoic acid,10469,C21931,31009,506-46-7,XMHIUKTWLZUKEX-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCCCC(O)=O,XMHIUKTWLZUKEX-UHFFFAOYSA-N,XMHIUKTWLZUKEX,MML,,,,,,,Yes,,12.5,Yes,,,,25,,,,Yes,25,20.8,,0,0,1,1
HMDB0000944,UKMSUNONTOPOIO,UKMSUNONTOPOIO-UHFFFAOYSA-N,Behenic acid,8215,C08281,28941,112-85-6,UKMSUNONTOPOIO-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCC(O)=O,UKMSUNONTOPOIO-UHFFFAOYSA-N,UKMSUNONTOPOIO,MML,Yes,,,,,,,,12.5,Yes,,,,25,,Yes,,,25,20.8,KEGG,1,1,1,2
